Text,True_Label,Predicted_Label
silly kariuki innovating half floor afya house changing make dildo room username_ new health another tribal non performer left kmtc mess jklive amliventv tanoterror jambokenya womensday,Offensive,Neither
kalenjins one lost tribe israel israelite,Hate Speech,Neither
wakikuyu hamtaacha kutusurpriseeti githeri imemixiwa spaghetti inaitwa githeri rasta via username_,Hate Speech,Neither
username_ username_ culture kill luo,Hate Speech,Neither
fag justifying killing name bznesswe repay damage exchange bringing back lostlives luolivesmatter,Offensive,Neither
tihihihihi tear username_ kamba poorest people country smh let continue uping sex game sigh,Offensive,Neither
use railathewardogsince protect drunk president corrupt deputy stopuhuruswardogs,Offensive,Neither
wajaluo watakumeza bos,Offensive,Neither
woi username_ muslim luhyas kill kid today pictwittercomeersfey,Offensive,Neither
among yall evil people kenyapoll kenyaelection electionske pictwittercomoazaftrig,Offensive,Neither
kikuyus let assume million plus kikuyus write daily nationgrow man,Offensive,Neither
luo ordering butcher let straight murder luo hate matiangi,Hate Speech,Neither
tribalism real among kenyan journalist waweru mburu defending eurobond thief viciously radio citizen wah uhurueurothieves,Offensive,Neither
kikuyus know respect raila njamba leader spread hatekiambu gave raila voteshe helped remove moi,Hate Speech,Neither
wrote hate speech report stakeholder would easy access law hatespeech example happened stephen chapel wasnt defacement defilement ipc read,Offensive,Neither
seen donate land username_ know gor fan mostly luo rich mbona wasirushe hizo ipad iphone zao,Offensive,Neither
wetangula bolt minister would win seat bolted luhyas civic minded username_ username_,Hate Speech,Neither
cant pretend united appointment favour kikuyus kalenjins never choreaukabila,Hate Speech,Neither
wakisii slander mtagongwa samaki chezeni hawa victoria secret model,Offensive,Neither
true freedom dedan kimathi fought died hijacked son daughter homeguards primitively destroyed kenya,Offensive,Neither
kisiis fucking loud like chill fuck man,Hate Speech,Offensive
kikuyus wear kaptula short story elephant,Offensive,Neither
boinnet matiangi goon kill baby massacre luo rape student,Offensive,Neither
kakamega busia vihiga luo nyanza county shida kamba land manage canaan real,Hate Speech,Neither
kalenjins busy chasing luhyas soil luhya somewhere busy taking luhya vote kalenjins,Offensive,Neither
yeah tired judiciarycan swear uhuru uone venye tutaunda another constitution lmao noreformsnoelections,Offensive,Neither
cordbloggers quick brand kikuyus thief kalenjins land grabber wait two synonym,Offensive,Neither
uhurueurothieves list outthe mentioned busy lawyer using money fight back yet accountabilityfunny,Offensive,Neither
hate tribalistic kikuyuz jus much lothe tribalistic luo kenyan kasarani,Neither,Hate Speech
tweet mean insinuates kikuyus favored,Offensive,Neither
wah meen hio ndo inakuaga sura nyakundi face look familiar look exactly old grandpa boot behind house,Offensive,Neither
president username_ username_ said wembeniuleule meanta tattered coward opposition boycotted poll pictwittercomjcvfuwrxj,Offensive,Neither
luo primitive especially twitter life matter well others luolivesmatter,Hate Speech,Neither
sir nyakundi cant blame failure devolution president thought wise enough see harsh,Offensive,Neither
luo nyanza hand likely involved multiple risky sexual behavior magazetini,Offensive,Neither
see dog barking sent owner stopuhuruswardogs,Neither,Offensive
wewe kojoa ukalale simba nyeri stick nyeri politics noreformsnoelections akombequitsiebc look like uko bed bado,Offensive,Neither
current judiciary wait election victory affirmed corrupt judiciary noreformsnoelections,Offensive,Neither
rotating tribalism rotated presidency let face tribalism embrace kenyanness username_ username_,Offensive,Neither
always talking luhya unity kamba unity blah blah blah year election brown envelope come againeveryone mother back square bastard,Offensive,Neither
chest thumping wouldnt political crisis noreformsnoelections,Offensive,Neither
spirit luhyas haunt murderer msando visit everyday still god throne,Hate Speech,Neither
dude need know follow wonderful dietary advice poor maasai got wrong year,Offensive,Neither
raila president police killing kikuyus railainlondon luolivesmatter deportraila railaoncitizentv,Hate Speech,Neither
go around come around today nasa supported killed whenever police shooting make sure kill luo seen akamba kikuyu kisii giriama kalenjin nem except luo killedwhy target one tribe shame,Offensive,Neither
luo run world obama lupita auma kalenjins runner world kemboi ruto murkomen,Hate Speech,Neither
warning join jubilee party escape prosecution make sure shout loudest support jubilee corruption dealing,Offensive,Neither
man man make world better lordsofhate,Offensive,Neither
well yeah colangelo pick useless masai draft pick value look powell siakam,Offensive,Neither
luolivesmatter may never know peace life,Offensive,Neither
dont know luo discus warned fed barberians kenya,Offensive,Neither
uthamaki must fall,Offensive,Neither
unless kind thing maybe masai chubby chaser,Offensive,Neither
luo bossy want interest taken care first withstand year,Hate Speech,Neither
luo alergic something called sechookwabiseeeeecho username_ username_ username_ username_ teammaishaasubuhi,Offensive,Neither
username_ username_ real ny thief roaming street youre disgrace humanity say least,Offensive,Neither
doesnt know jubilee supporter gay antiiebcdemos,Hate Speech,Neither
dangerous bearing mind luo hated kikuyus kalenjins,Hate Speech,Neither
tuko tarari tired pple threat kind moses kuria sheria iko wapi wasnt made kikuyus,Offensive,Neither
uhuru loyalist resorted running kenya like brookeside ndoctsuperdemo noreformsnoelections babuwoes,Offensive,Neither
kikuyus like anybody else noble side weakness tooi know experience,Offensive,Neither
yes hope con username_ clueless bos username_ sufficiently notified noreformsnoelections,Offensive,Neither
qualm estate watchman maasai cant stand fact username_ charge security doublestandards,Hate Speech,Neither
luo supposed eloquent incorruptible ranguma corrupt stammer even campaign opinioncourt,Hate Speech,Neither
led thug coward looter grabber killer etcthis country rotten intimidating harassing nyakundi every day wrong without even told reason arrest,Offensive,Neither
kikuyus finish,Offensive,Neither
said kikuyus shld get top job,Hate Speech,Neither
luo earth coz thats stone run,Offensive,Neither
wajaluo hawaezi trend kinshasa wata tag kinsasa lol,Hate Speech,Neither
steal luhyas never cheated make lady cheat,Offensive,Neither
let police extrajudicially kill fellow kenyan postpoll skirmish free kill anytime feel like tanoterror,Offensive,Neither
subreme goat username_ chokora username_ conman grandpa used bullish came schooling understand going school asset nairobians courtesy kemu username_ username_ username_,Offensive,Neither
kisiis beheaded kalenjins pev never forget trust menandi people animal,Hate Speech,Neither
kikuyu journalist bringing outrage railapresser take sgr msa get extra huduma give birth free,Hate Speech,Neither
kikuyus dont care kenya wen kenya burn doesnt matter bcoz kenyan uthamaki,Hate Speech,Neither
kikuyus jew africa everyone hate end day everything,Offensive,Neither
ahora quieren hacer creer que la est pagando pictwittercommhzhrlyvyv,Offensive,Neither
uthamaki reasoning poor dangonte cement bamburi know tax imposed construction material gok,Offensive,Neither
cant talk psycho like normal human username_ blongs kamiti shutmutahingunyiup,Offensive,Neither
youre yet saddened luolivesmatter death luo dont sadden sadness ghoulish one,Offensive,Neither
aende let disclose missing money another chase bank saga plus nyakundi already blew whistle,Offensive,Neither
wasted sperm railathewardogsince,Offensive,Neither
tulimndekeza mangufuli kuwa ndiye rais bora afrika kumbe nyuki hapewi busu asante punda operationtimua,Neither,Offensive
kamba untrustworthy unprofessional people work day think,Hate Speech,Neither
hear kenya title deed china due heavy loankenyaselectionboycott kenyapoll username_railaodingaelectionsboycottke,Offensive,Neither
worried two kalenjins hate ruto kikuyus count,Offensive,Neither
dont bore supporting uhurui hate always insulting luo however support business,Offensive,Neither
ethnically targeting kalejins kikuyus wafula chapatiisnt acceptable,Offensive,Neither
luo leading thiskuanza watoto majina kama boi mummy toto bebi daddythese grown ups never grows,Offensive,Neither
kalenjins twitter far creative peep twitter,Hate Speech,Neither
scared get mad president stop getting mad chatwithuhuru ripmsando,Offensive,Neither
hao hao wajaluo ndio wanamkejeli dada christina shusho kwa mitandao kila uchao kwa msimamo kuombea kenya weareone,Offensive,Neither
uhuru witu caravan wembeniuleule mungumbule,Offensive,Neither
whats wrong kikuyus told lady getting used dropped wazungus marry pathetic,Hate Speech,Neither
kikuyus triggering violence nonsense,Offensive,Neither
vita waluhya wajaluo kikuyu anaingilia kwa nini hao mashemeji,Hate Speech,Neither
nabbed hacker kikuyus kalenjins hope help understand who behave hacking,Hate Speech,Neither
hateyou hate reason reason hate hate reason maasai,Hate Speech,Neither
shame even answering question going prc propaganda,Offensive,Neither
kila mtoto basi acheze kwa mlango yaomake sure kikuyus people country,Offensive,Neither
kill luo,Hate Speech,Neither
cyprian nyakundi calculated digital medium distraction,Offensive,Neither
wee username_ thing dont make sense mimi nakaa nyakundi,Offensive,Neither
wajaluo mtu anapenda samaki mpaka kwa club anakunywa king fisher username_ username_ username_ username_ username_,Hate Speech,Neither
uhuru president kenya kikuyus kalenjins,Offensive,Neither
uhuruto government kill luo fine nature kill kikuyus shud mourn nktrubbish,Offensive,Neither
uhuru bragged maraga longer president elect sitting president noreformsnoelections,Offensive,Neither
pull two thug mismanaging everything let kill know real may ask scok kikuyu lawyer representing one fight whatever cost let die cause,Offensive,Neither
upcoming socialite new merchandising strategy hate kikuyus win new customer,Offensive,Neither
kikuyus kamba people trained alshabaab terrorcrossing,Offensive,Neither
tagging old camel address nyakundi also article shallow lack content shld read widely improve grammar,Offensive,Neither
kamba aint going nowhere going vote hon farah duale una anguka asubuhi,Offensive,Neither
well said david trapped sycophancy big man syndrome tribalism,Offensive,Neither
mistress kikuyus mike sonko overheard saying,Hate Speech,Neither
respect nyakundi guy gone see insult female leadersnow churchill come starting think guy sick inferiority complex top suggestion histrionic personality disorder,Offensive,Neither
kamba known foreseers traditional one extint kamba decode winner loser,Offensive,Neither
fake medium cyprian nyakundi talk editing bad taste would behave parliament,Offensive,Neither
wajaluo tulikosea mungu nini vehicle blocked salgaa limuru please know anybody,Offensive,Neither
chokoras talking last remember used stear wheel behalf ahmed nyakundi,Offensive,Neither
disillusioned luo think illegitimate govt behind uhuru longer looking reelection unleashed hell,Offensive,Neither
